wrinkle,tone,elasticity,moisture,skinage
59 ,58 ,56 ,66 ,45 
78 ,72 ,70 ,79 ,20 
61 ,68 ,54 ,62 ,26 
35 ,35 ,30 ,37 ,59 
27 ,25 ,30 ,29 ,73 
39 ,41 ,35 ,30 ,61 
23 ,25 ,27 ,15 ,67 
32 ,14 ,29 ,17 ,68 
62 ,75 ,74 ,77 ,17 
24 ,30 ,34 ,25 ,73 
70 ,74 ,78 ,70 ,18 
26 ,21 ,26 ,26 ,70 
63 ,61 ,69 ,62 ,29 
38 ,44 ,42 ,43 ,46 
77 ,79 ,71 ,61 ,17 
64 ,55 ,62 ,63 ,26 
34 ,41 ,31 ,26 ,58 
20 ,21 ,23 ,31 ,69 
70 ,76 ,80 ,73 ,20 
73 ,74 ,56 ,60 ,31 
72 ,67 ,70 ,65 ,34 
41 ,39 ,39 ,49 ,47 
46 ,39 ,51 ,43 ,50 
69 ,71 ,64 ,66 ,33 
44 ,59 ,50 ,56 ,37 
38 ,42 ,39 ,49 ,47 
48 ,41 ,53 ,58 ,55 
71 ,66 ,77 ,55 ,32 
39 ,35 ,33 ,35 ,61 
76 ,71 ,62 ,69 ,34 
57 ,45 ,57 ,55 ,39 
64 ,77 ,70 ,71 ,16 
80 ,71 ,80 ,78 ,22 
21 ,27 ,19 ,19 ,66 
78 ,73 ,69 ,75 ,19 
70 ,81 ,74 ,76 ,20 
66 ,70 ,76 ,81 ,18 
76 ,77 ,79 ,66 ,19 
76 ,72 ,80 ,76 ,21 
71 ,76 ,81 ,75 ,21 
47 ,39 ,48 ,42 ,49 
22 ,26 ,33 ,26 ,72 
49 ,55 ,62 ,59 ,41 
62 ,62 ,66 ,67 ,29 
69 ,60 ,64 ,63 ,29 
62 ,43 ,57 ,63 ,41 
60 ,61 ,56 ,49 ,42 
82 ,68 ,77 ,75 ,21 
73 ,75 ,78 ,75 ,20 
55 ,59 ,55 ,54 ,41 
33 ,38 ,31 ,42 ,61 
57 ,54 ,61 ,66 ,25 
53 ,63 ,49 ,62 ,42 
64 ,57 ,58 ,68 ,47 
43 ,47 ,34 ,47 ,48 
21 ,25 ,19 ,27 ,68 
43 ,54 ,48 ,51 ,54 
66 ,75 ,81 ,80 ,20 
68 ,70 ,66 ,84 ,17 
38 ,32 ,40 ,37 ,62 
57 ,61 ,56 ,61 ,44 
42 ,50 ,41 ,42 ,49 
55 ,50 ,54 ,38 ,54 
27 ,33 ,36 ,39 ,59 
70 ,73 ,68 ,75 ,16 
30 ,32 ,25 ,24 ,73 
40 ,26 ,43 ,42 ,63 
38 ,37 ,44 ,38 ,64 
26 ,29 ,32 ,26 ,73 
61 ,73 ,64 ,61 ,30 
24 ,22 ,30 ,24 ,70 
36 ,32 ,34 ,35 ,60 
35 ,42 ,35 ,48 ,65 
68 ,69 ,58 ,64 ,30 
43 ,48 ,36 ,30 ,64 
40 ,51 ,46 ,37 ,48 
28 ,40 ,34 ,38 ,60 
48 ,33 ,32 ,41 ,44 
62 ,69 ,66 ,59 ,29 
45 ,47 ,29 ,42 ,46 
41 ,35 ,45 ,32 ,63 
52 ,41 ,40 ,42 ,49 
76 ,70 ,73 ,75 ,18 
33 ,17 ,22 ,32 ,71 
12 ,36 ,28 ,30 ,72 
31 ,40 ,10 ,15 ,69 
59 ,52 ,55 ,56 ,41 
23 ,30 ,23 ,27 ,71 
63 ,67 ,62 ,71 ,31 
30 ,33 ,30 ,38 ,58 
68 ,67 ,68 ,62 ,31 
67 ,66 ,74 ,64 ,33 
49 ,52 ,47 ,35 ,51 
78 ,77 ,76 ,80 ,23 
80 ,75 ,78 ,88 ,25 
21 ,30 ,24 ,28 ,71 
40 ,45 ,36 ,40 ,45 
71 ,71 ,62 ,56 ,30 
71 ,73 ,73 ,79 ,19 
32 ,36 ,38 ,39 ,61 
79 ,72 ,67 ,67 ,17 
39 ,40 ,44 ,42 ,46 
70 ,74 ,80 ,81 ,21 
35 ,35 ,33 ,32 ,59 
32 ,25 ,14 ,25 ,69 
35 ,39 ,36 ,24 ,59 
39 ,38 ,41 ,29 ,62 
65 ,74 ,66 ,64 ,32 
60 ,66 ,65 ,68 ,30 
66 ,52 ,53 ,60 ,43 
54 ,55 ,55 ,53 ,39 
37 ,37 ,40 ,26 ,60 
72 ,65 ,73 ,68 ,15 
80 ,65 ,70 ,75 ,17 
44 ,34 ,36 ,47 ,45 
48 ,44 ,42 ,45 ,50 
23 ,30 ,26 ,23 ,71 
28 ,20 ,32 ,23 ,70 
53 ,65 ,48 ,60 ,42 
52 ,56 ,45 ,38 ,53 
71 ,69 ,63 ,64 ,32 
73 ,72 ,68 ,70 ,16 
67 ,61 ,67 ,58 ,28 
61 ,70 ,52 ,67 ,28 
69 ,64 ,71 ,71 ,34 
79 ,78 ,83 ,74 ,24 
32 ,30 ,27 ,21 ,53 
26 ,24 ,27 ,25 ,70 
65 ,59 ,58 ,57 ,45 
57 ,51 ,56 ,51 ,39 
46 ,44 ,44 ,41 ,49 
51 ,51 ,63 ,51 ,39 
44 ,34 ,30 ,32 ,60 
27 ,42 ,43 ,47 ,65 
16 ,23 ,26 ,18 ,66 
28 ,23 ,26 ,23 ,70 
37 ,27 ,33 ,29 ,57 
58 ,61 ,68 ,61 ,27 
37 ,35 ,31 ,34 ,59 
36 ,49 ,38 ,47 ,47 
43 ,51 ,46 ,46 ,52 
58 ,51 ,59 ,56 ,41 
24 ,23 ,36 ,21 ,71 
23 ,20 ,24 ,38 ,71 
59 ,60 ,55 ,55 ,42 
50 ,46 ,43 ,48 ,52 
70 ,81 ,77 ,76 ,21 
33 ,18 ,27 ,26 ,71 
21 ,22 ,20 ,27 ,68 
37 ,43 ,53 ,38 ,48 
76 ,81 ,76 ,75 ,22 
41 ,51 ,37 ,49 ,49 
27 ,24 ,23 ,28 ,71 
36 ,44 ,42 ,51 ,48 
66 ,64 ,64 ,59 ,28 
70 ,74 ,70 ,68 ,35 
28 ,20 ,22 ,13 ,66 
44 ,39 ,46 ,39 ,47 
34 ,41 ,38 ,47 ,65 
77 ,77 ,81 ,78 ,23 
47 ,58 ,57 ,48 ,37 
59 ,62 ,73 ,72 ,31 
21 ,28 ,26 ,25 ,70 
24 ,27 ,24 ,41 ,54 
45 ,27 ,39 ,35 ,62 
83 ,72 ,74 ,71 ,20 
44 ,40 ,52 ,44 ,50 
42 ,34 ,41 ,24 ,60 
56 ,62 ,63 ,48 ,42 
76 ,73 ,75 ,81 ,21 
66 ,61 ,64 ,59 ,27 
33 ,27 ,30 ,35 ,56 
53 ,48 ,53 ,48 ,36 
56 ,54 ,59 ,56 ,41 
59 ,49 ,47 ,40 ,54 
45 ,42 ,40 ,41 ,67 
68 ,61 ,60 ,70 ,30 
52 ,42 ,54 ,55 ,56 
70 ,64 ,76 ,73 ,15 
61 ,59 ,58 ,54 ,43 
33 ,32 ,36 ,46 ,62 
50 ,47 ,56 ,62 ,39 
67 ,71 ,71 ,65 ,33 
60 ,55 ,49 ,57 ,40 
67 ,70 ,71 ,73 ,15 
68 ,59 ,71 ,70 ,32 
48 ,63 ,57 ,57 ,41 
58 ,63 ,55 ,48 ,41 
44 ,47 ,41 ,45 ,49 
65 ,68 ,74 ,56 ,31 
57 ,59 ,54 ,55 ,41 
57 ,35 ,52 ,40 ,51 
28 ,29 ,20 ,25 ,71 
18 ,25 ,32 ,22 ,69 
58 ,53 ,52 ,58 ,40 
70 ,66 ,65 ,61 ,31 
57 ,53 ,52 ,58 ,40 
39 ,29 ,38 ,38 ,61 
84 ,74 ,80 ,78 ,24 
34 ,30 ,40 ,40 ,61 
34 ,33 ,42 ,37 ,62 
59 ,60 ,70 ,64 ,28 
53 ,61 ,62 ,54 ,43 
76 ,68 ,74 ,71 ,17 
53 ,45 ,46 ,50 ,54 
40 ,47 ,44 ,50 ,50 
49 ,47 ,44 ,46 ,52 
38 ,31 ,39 ,37 ,61 
75 ,57 ,68 ,59 ,30 
21 ,26 ,25 ,30 ,70 
70 ,58 ,68 ,59 ,29 
49 ,57 ,49 ,49 ,36 
49 ,61 ,53 ,54 ,39 
70 ,76 ,80 ,73 ,20 
62 ,44 ,57 ,52 ,39 
26 ,28 ,24 ,28 ,72 
29 ,21 ,23 ,23 ,69 
29 ,39 ,22 ,36 ,56 
67 ,57 ,73 ,61 ,30 
35 ,40 ,27 ,35 ,59 
30 ,18 ,27 ,19 ,69 
29 ,29 ,21 ,25 ,71 
30 ,28 ,39 ,34 ,58 
74 ,76 ,70 ,69 ,17 
44 ,39 ,48 ,43 ,48 
50 ,43 ,54 ,42 ,52 
65 ,61 ,61 ,61 ,27 
33 ,27 ,34 ,34 ,57 
21 ,22 ,21 ,24 ,67 
54 ,59 ,52 ,57 ,40 
52 ,47 ,42 ,43 ,51 
35 ,41 ,34 ,42 ,63 
68 ,83 ,79 ,77 ,22 
57 ,57 ,54 ,64 ,43 
75 ,79 ,78 ,70 ,20 
55 ,50 ,57 ,58 ,40 
38 ,34 ,39 ,32 ,61 
29 ,28 ,30 ,23 ,72 
58 ,68 ,64 ,65 ,29 
55 ,54 ,48 ,55 ,38 
59 ,64 ,70 ,70 ,31 
17 ,30 ,26 ,31 ,71 
82 ,73 ,79 ,76 ,23 
75 ,78 ,78 ,78 ,22 
72 ,73 ,63 ,69 ,14 
29 ,31 ,28 ,16 ,71 
62 ,52 ,53 ,55 ,41 
61 ,64 ,72 ,69 ,31 
65 ,53 ,53 ,57 ,42 
42 ,39 ,37 ,28 ,61 
66 ,74 ,74 ,79 ,18 
68 ,61 ,71 ,73 ,33 
72 ,75 ,79 ,69 ,19 
73 ,69 ,83 ,72 ,19 
62 ,62 ,57 ,63 ,26 
31 ,28 ,28 ,27 ,73 
81 ,74 ,84 ,75 ,24 
31 ,24 ,23 ,30 ,72 
29 ,36 ,36 ,36 ,59 
72 ,74 ,65 ,76 ,17 
58 ,60 ,62 ,64 ,26 
22 ,24 ,18 ,21 ,66 
69 ,82 ,73 ,75 ,20 
41 ,52 ,41 ,47 ,50 
58 ,59 ,58 ,57 ,43 
40 ,38 ,29 ,38 ,61 
47 ,49 ,47 ,42 ,51 
62 ,78 ,79 ,74 ,18 
50 ,45 ,58 ,60 ,38 
68 ,63 ,57 ,52 ,45 
55 ,52 ,46 ,54 ,57 
21 ,23 ,19 ,23 ,66 
47 ,59 ,56 ,57 ,40 
24 ,35 ,35 ,23 ,74 
80 ,74 ,69 ,65 ,17 
87 ,77 ,78 ,73 ,24 
71 ,78 ,73 ,86 ,22 
41 ,35 ,49 ,45 ,48 
53 ,48 ,51 ,44 ,54 
44 ,46 ,41 ,41 ,48 
25 ,31 ,20 ,25 ,70 
39 ,34 ,37 ,26 ,59 
62 ,58 ,57 ,71 ,27 
44 ,39 ,49 ,45 ,49 
47 ,36 ,32 ,35 ,62 
45 ,49 ,47 ,51 ,53 
36 ,33 ,38 ,38 ,61 
20 ,25 ,18 ,21 ,66 
51 ,52 ,55 ,57 ,39 
83 ,76 ,72 ,75 ,22 
65 ,68 ,70 ,70 ,33 
56 ,53 ,61 ,64 ,43 
33 ,10 ,26 ,32 ,70 
66 ,53 ,62 ,64 ,26 
56 ,63 ,61 ,52 ,43 
33 ,26 ,22 ,32 ,73 
55 ,59 ,61 ,65 ,45 
18 ,17 ,24 ,24 ,66 
38 ,31 ,38 ,37 ,61 
50 ,52 ,49 ,62 ,38 
41 ,34 ,36 ,35 ,62 
19 ,29 ,22 ,31 ,70 
61 ,52 ,54 ,48 ,39 
32 ,33 ,43 ,42 ,62 
78 ,80 ,68 ,79 ,21 
45 ,35 ,34 ,33 ,62 
26 ,26 ,26 ,25 ,71 
49 ,48 ,55 ,50 ,36 
22 ,30 ,22 ,32 ,71 
34 ,28 ,39 ,34 ,59 
65 ,58 ,67 ,70 ,30 
52 ,45 ,46 ,49 ,53 
75 ,72 ,76 ,63 ,17 
27 ,27 ,38 ,33 ,56 
24 ,25 ,34 ,23 ,72 
50 ,50 ,41 ,42 ,51 
39 ,28 ,33 ,33 ,58 
50 ,55 ,52 ,52 ,38 
35 ,31 ,34 ,32 ,58 
68 ,72 ,72 ,80 ,18 
70 ,76 ,76 ,75 ,19 
51 ,57 ,45 ,57 ,38 
66 ,69 ,70 ,78 ,16 
38 ,51 ,43 ,42 ,49 
74 ,75 ,75 ,76 ,20 
79 ,81 ,71 ,84 ,24 
66 ,77 ,65 ,63 ,32 
64 ,63 ,73 ,61 ,30 
55 ,47 ,62 ,53 ,39 
79 ,78 ,72 ,81 ,23 
77 ,73 ,80 ,73 ,21 
24 ,26 ,25 ,28 ,71 
64 ,65 ,70 ,64 ,31 
68 ,77 ,77 ,68 ,17 
65 ,57 ,67 ,75 ,31 
56 ,58 ,51 ,55 ,40 
53 ,47 ,44 ,58 ,36 
49 ,59 ,51 ,60 ,40 
46 ,42 ,43 ,44 ,49 
58 ,64 ,64 ,61 ,27 
45 ,46 ,50 ,45 ,52 
37 ,38 ,28 ,24 ,57 
54 ,55 ,45 ,57 ,38 
55 ,56 ,56 ,55 ,41 
36 ,43 ,40 ,31 ,62 
76 ,66 ,75 ,72 ,17 
66 ,69 ,59 ,65 ,30 
42 ,32 ,34 ,38 ,61 
73 ,68 ,77 ,63 ,35 
27 ,30 ,27 ,24 ,72 
34 ,34 ,33 ,32 ,58 
74 ,85 ,80 ,74 ,23 
72 ,75 ,72 ,68 ,17 
70 ,70 ,70 ,65 ,34 
63 ,75 ,64 ,72 ,33 
49 ,59 ,50 ,59 ,39 
80 ,73 ,69 ,76 ,19 
64 ,67 ,62 ,61 ,28 
49 ,45 ,41 ,40 ,49 
66 ,57 ,65 ,70 ,30 
51 ,59 ,54 ,57 ,40 
50 ,40 ,42 ,42 ,49 
64 ,71 ,62 ,63 ,30 
46 ,46 ,54 ,40 ,51 
34 ,39 ,27 ,38 ,59 
34 ,38 ,25 ,38 ,59 
28 ,26 ,21 ,28 ,71 
43 ,54 ,45 ,49 ,53 
24 ,20 ,23 ,23 ,67 
16 ,31 ,22 ,26 ,69 
40 ,26 ,33 ,39 ,59 
31 ,37 ,33 ,43 ,61 
56 ,56 ,52 ,51 ,39 
58 ,58 ,44 ,48 ,37 
54 ,46 ,57 ,58 ,39 
46 ,42 ,43 ,46 ,49 
67 ,68 ,73 ,71 ,35 
33 ,32 ,30 ,45 ,60 
47 ,52 ,54 ,40 ,53 
69 ,83 ,81 ,75 ,22 
55 ,52 ,50 ,51 ,37 
36 ,36 ,35 ,43 ,63 
73 ,74 ,60 ,57 ,31 
45 ,32 ,31 ,31 ,60 
24 ,27 ,20 ,30 ,71 
56 ,70 ,62 ,64 ,28 
52 ,50 ,49 ,60 ,38 
51 ,60 ,55 ,49 ,39 
58 ,54 ,59 ,66 ,44 
55 ,50 ,58 ,58 ,40 
56 ,50 ,53 ,56 ,39 
60 ,45 ,57 ,58 ,40 
40 ,35 ,39 ,36 ,63 
55 ,54 ,56 ,56 ,40 
33 ,45 ,28 ,28 ,58 
48 ,38 ,38 ,39 ,46 
21 ,29 ,28 ,18 ,69 
42 ,47 ,48 ,46 ,51 
48 ,42 ,45 ,43 ,49 
22 ,27 ,21 ,28 ,70 
71 ,75 ,79 ,69 ,19 
64 ,62 ,71 ,67 ,31 
53 ,51 ,46 ,57 ,37 
34 ,44 ,47 ,42 ,47 
51 ,42 ,51 ,51 ,54 
71 ,78 ,72 ,73 ,19 
51 ,57 ,56 ,52 ,39 
65 ,62 ,70 ,72 ,32 
36 ,32 ,29 ,36 ,58 
54 ,54 ,48 ,50 ,36 
69 ,63 ,69 ,65 ,32 
24 ,13 ,30 ,21 ,67 
83 ,77 ,80 ,74 ,24 
44 ,52 ,40 ,46 ,51 
54 ,52 ,51 ,47 ,36 
75 ,76 ,75 ,69 ,19 
66 ,71 ,57 ,63 ,29 
27 ,31 ,21 ,24 ,71 
84 ,63 ,72 ,72 ,18 
66 ,59 ,55 ,57 ,44 
82 ,76 ,73 ,75 ,21 
66 ,67 ,55 ,66 ,29 
30 ,32 ,33 ,28 ,56 
34 ,34 ,27 ,35 ,57 
37 ,35 ,46 ,33 ,63 
63 ,67 ,68 ,66 ,31 
35 ,35 ,42 ,33 ,61 
63 ,59 ,52 ,51 ,41 
59 ,60 ,59 ,64 ,25 
75 ,71 ,73 ,70 ,17 
69 ,66 ,68 ,59 ,30 
73 ,77 ,68 ,70 ,17 
64 ,68 ,65 ,64 ,30 
87 ,78 ,74 ,72 ,23 
50 ,50 ,47 ,39 ,51 
45 ,48 ,53 ,43 ,52 
50 ,49 ,49 ,40 ,52 
46 ,60 ,50 ,52 ,37 
42 ,56 ,66 ,57 ,40 
30 ,22 ,30 ,22 ,71 
76 ,78 ,84 ,73 ,23 
62 ,59 ,59 ,73 ,28 
68 ,64 ,72 ,67 ,33 
70 ,75 ,61 ,68 ,33 
33 ,24 ,29 ,24 ,72 
71 ,76 ,67 ,86 ,20 
27 ,32 ,21 ,22 ,71 
60 ,59 ,62 ,56 ,44 
52 ,64 ,75 ,71 ,31 
55 ,60 ,56 ,48 ,40 
38 ,41 ,35 ,47 ,45 
50 ,39 ,49 ,49 ,52 
39 ,33 ,45 ,37 ,64 
22 ,24 ,8 ,23 ,64 
33 ,44 ,32 ,26 ,59 
30 ,29 ,34 ,42 ,59 
32 ,23 ,17 ,17 ,67 
28 ,27 ,25 ,19 ,70 
81 ,81 ,66 ,76 ,21 
36 ,35 ,39 ,38 ,62 
66 ,60 ,56 ,68 ,28 
66 ,63 ,56 ,71 ,29 
75 ,65 ,75 ,75 ,18 
76 ,73 ,68 ,73 ,17 
69 ,80 ,76 ,69 ,18 
28 ,25 ,24 ,25 ,70 
43 ,24 ,41 ,28 ,59 
87 ,69 ,86 ,79 ,25 
68 ,65 ,66 ,57 ,29 
52 ,48 ,56 ,49 ,36 
64 ,68 ,63 ,69 ,31 
61 ,50 ,63 ,55 ,43 
80 ,74 ,75 ,83 ,23 
20 ,30 ,30 ,17 ,69 
25 ,38 ,32 ,39 ,58 
28 ,22 ,24 ,21 ,69 
57 ,49 ,51 ,53 ,37 
38 ,42 ,27 ,31 ,59 
23 ,25 ,25 ,15 ,67 
39 ,47 ,48 ,47 ,50 
24 ,32 ,24 ,29 ,72 
74 ,74 ,73 ,73 ,18 
67 ,61 ,73 ,63 ,31 
70 ,81 ,78 ,73 ,20 
71 ,68 ,61 ,59 ,30 
53 ,49 ,40 ,46 ,52 
19 ,27 ,20 ,24 ,68 
68 ,70 ,67 ,65 ,33 
30 ,39 ,30 ,31 ,58 
73 ,65 ,81 ,74 ,18 
40 ,38 ,24 ,34 ,59 
51 ,52 ,55 ,54 ,38 
54 ,55 ,53 ,50 ,38 
54 ,59 ,55 ,56 ,41 
55 ,47 ,44 ,52 ,55 
69 ,64 ,61 ,65 ,30 
51 ,41 ,39 ,35 ,47 
57 ,53 ,63 ,54 ,42 
70 ,70 ,61 ,65 ,32 
35 ,29 ,29 ,36 ,57 
78 ,81 ,83 ,73 ,24 
45 ,33 ,38 ,36 ,63 
39 ,34 ,26 ,24 ,56 
73 ,74 ,75 ,80 ,20 
35 ,33 ,22 ,32 ,56 
27 ,22 ,22 ,26 ,69 
25 ,35 ,15 ,31 ,72 
22 ,31 ,32 ,28 ,73 
30 ,30 ,30 ,24 ,73 
77 ,76 ,80 ,74 ,22 
53 ,51 ,46 ,43 ,33 
52 ,40 ,61 ,52 ,36 
71 ,59 ,59 ,67 ,29 
23 ,23 ,18 ,24 ,67 
60 ,45 ,55 ,50 ,38 
48 ,54 ,49 ,53 ,36 
51 ,47 ,56 ,57 ,38 
76 ,80 ,70 ,80 ,22 
43 ,51 ,46 ,50 ,53 
32 ,38 ,24 ,34 ,57 
28 ,27 ,22 ,23 ,70 
56 ,55 ,48 ,51 ,38 
35 ,26 ,25 ,20 ,71 
55 ,63 ,62 ,66 ,26 
47 ,62 ,54 ,45 ,37 
73 ,68 ,78 ,74 ,18 
78 ,67 ,60 ,60 ,31 
58 ,61 ,49 ,44 ,38 
53 ,65 ,56 ,53 ,42 
70 ,65 ,63 ,72 ,33 
50 ,40 ,48 ,40 ,49 
44 ,36 ,40 ,44 ,66 
46 ,40 ,44 ,44 ,49 
52 ,68 ,53 ,54 ,42 
60 ,52 ,61 ,58 ,43 
51 ,48 ,60 ,52 ,38 
74 ,77 ,78 ,75 ,21 
63 ,67 ,59 ,66 ,29 
52 ,48 ,39 ,44 ,51 
62 ,52 ,51 ,50 ,39 
40 ,40 ,36 ,30 ,62 
56 ,53 ,62 ,61 ,23 
35 ,37 ,26 ,36 ,58 
76 ,69 ,72 ,71 ,17 
54 ,48 ,56 ,56 ,39 
72 ,74 ,66 ,59 ,33 
64 ,66 ,63 ,61 ,29 
64 ,70 ,68 ,69 ,32 
54 ,60 ,58 ,49 ,40 
49 ,54 ,49 ,50 ,36 
77 ,69 ,82 ,81 ,22 
58 ,60 ,50 ,58 ,42 
69 ,64 ,67 ,62 ,31 
32 ,40 ,35 ,28 ,59 
35 ,36 ,38 ,43 ,63 
74 ,72 ,74 ,74 ,18 
42 ,43 ,47 ,48 ,50 
52 ,51 ,53 ,58 ,38 
21 ,18 ,28 ,25 ,68 
65 ,75 ,63 ,67 ,33 
73 ,66 ,56 ,66 ,30 
52 ,58 ,50 ,58 ,39 
31 ,31 ,31 ,32 ,76 
68 ,73 ,68 ,73 ,35 
79 ,78 ,73 ,73 ,21 
58 ,53 ,49 ,57 ,39 
35 ,41 ,31 ,44 ,63 
20 ,23 ,21 ,31 ,69 
81 ,78 ,78 ,79 ,24 
54 ,41 ,44 ,48 ,52 
25 ,29 ,35 ,26 ,54 
74 ,71 ,75 ,64 ,36 
43 ,46 ,47 ,46 ,50 
72 ,70 ,83 ,68 ,18 
53 ,59 ,53 ,55 ,40 
70 ,71 ,79 ,68 ,17 
48 ,50 ,60 ,56 ,38 
32 ,43 ,38 ,49 ,66 
29 ,18 ,27 ,26 ,70 
25 ,31 ,17 ,13 ,67 
51 ,40 ,48 ,37 ,49 
40 ,44 ,45 ,35 ,46 
62 ,67 ,56 ,66 ,28 
55 ,67 ,52 ,49 ,41 
80 ,74 ,77 ,70 ,20 
75 ,76 ,74 ,74 ,20 
42 ,41 ,38 ,46 ,46 
77 ,74 ,69 ,68 ,17 
70 ,70 ,66 ,67 ,13 
31 ,30 ,31 ,23 ,74 
70 ,78 ,83 ,82 ,23 
21 ,30 ,26 ,22 ,70 
51 ,60 ,48 ,47 ,37 
63 ,55 ,67 ,70 ,29 
38 ,41 ,29 ,41 ,62 
76 ,72 ,76 ,73 ,19 
65 ,64 ,67 ,63 ,30 
86 ,73 ,74 ,79 ,23 
41 ,36 ,36 ,41 ,63 
27 ,30 ,29 ,17 ,71 
60 ,54 ,59 ,76 ,27 
70 ,79 ,72 ,67 ,17 
49 ,44 ,41 ,46 ,50 
34 ,37 ,43 ,28 ,61 
68 ,68 ,59 ,68 ,31 
68 ,63 ,70 ,63 ,31 
51 ,35 ,50 ,43 ,50 
69 ,62 ,57 ,70 ,29 
60 ,70 ,65 ,59 ,28 
63 ,73 ,58 ,63 ,29 
77 ,69 ,75 ,73 ,18 
74 ,59 ,70 ,62 ,31 
33 ,27 ,30 ,35 ,76 
66 ,74 ,64 ,72 ,14 
36 ,40 ,38 ,41 ,64 
30 ,29 ,21 ,33 ,73 
63 ,63 ,62 ,66 ,29 
55 ,57 ,51 ,51 ,39 
55 ,54 ,59 ,59 ,42 
35 ,46 ,49 ,51 ,50 
53 ,43 ,55 ,36 ,52 
79 ,65 ,79 ,65 ,17 
45 ,59 ,48 ,56 ,37 
54 ,48 ,55 ,60 ,39 
50 ,58 ,60 ,48 ,39 
31 ,36 ,36 ,38 ,60 
48 ,60 ,54 ,51 ,38 
70 ,68 ,63 ,59 ,30 
59 ,62 ,52 ,60 ,43 
75 ,73 ,69 ,76 ,18 
35 ,32 ,35 ,39 ,60 
73 ,80 ,70 ,73 ,19 
41 ,27 ,37 ,41 ,61 
79 ,86 ,73 ,67 ,21 
56 ,51 ,60 ,58 ,41 
37 ,48 ,48 ,44 ,49 
43 ,44 ,39 ,45 ,48 
28 ,35 ,30 ,49 ,61 
32 ,32 ,24 ,21 ,73 
46 ,45 ,45 ,48 ,51 
49 ,58 ,49 ,54 ,58 
54 ,63 ,59 ,64 ,45 
44 ,41 ,42 ,47 ,49 
27 ,18 ,27 ,37 ,72 
37 ,36 ,38 ,25 ,59 
75 ,78 ,76 ,72 ,20 
69 ,65 ,64 ,57 ,29 
64 ,51 ,58 ,49 ,41 
74 ,78 ,73 ,70 ,19 
71 ,73 ,75 ,82 ,20 
26 ,32 ,24 ,24 ,72 
38 ,29 ,23 ,21 ,73 
50 ,43 ,54 ,51 ,55 
56 ,55 ,55 ,52 ,40 
42 ,37 ,42 ,47 ,47 
29 ,31 ,36 ,34 ,57 
46 ,43 ,42 ,43 ,49 
44 ,46 ,40 ,48 ,50 
74 ,66 ,80 ,77 ,19 
41 ,34 ,27 ,33 ,59 
72 ,66 ,64 ,59 ,30 
40 ,42 ,38 ,36 ,44 
52 ,44 ,43 ,49 ,52 
59 ,69 ,70 ,63 ,30 
43 ,48 ,40 ,47 ,50 
67 ,68 ,67 ,73 ,14 
59 ,63 ,73 ,65 ,30 
89 ,74 ,79 ,82 ,26 
64 ,59 ,62 ,66 ,28 
60 ,60 ,70 ,74 ,31 
38 ,31 ,28 ,21 ,74 
61 ,62 ,65 ,73 ,30 
41 ,30 ,36 ,27 ,59 
62 ,60 ,54 ,58 ,43 
16 ,25 ,25 ,26 ,68 
20 ,28 ,29 ,31 ,72 
82 ,65 ,67 ,75 ,37 
60 ,50 ,50 ,59 ,40 
32 ,32 ,33 ,33 ,57 
70 ,86 ,70 ,75 ,20 
35 ,42 ,40 ,50 ,47 
34 ,20 ,30 ,33 ,74 
47 ,35 ,48 ,40 ,47 
44 ,35 ,26 ,37 ,60 
50 ,59 ,47 ,55 ,38 
31 ,21 ,25 ,20 ,69 
25 ,37 ,27 ,19 ,72 
71 ,75 ,66 ,72 ,16 
62 ,71 ,68 ,63 ,31 
27 ,27 ,22 ,30 ,71 
51 ,63 ,52 ,56 ,41 
25 ,37 ,28 ,16 ,71 
29 ,30 ,29 ,18 ,71 
77 ,81 ,78 ,73 ,22 
50 ,44 ,51 ,45 ,53 
73 ,67 ,59 ,64 ,31 
34 ,31 ,47 ,33 ,61 
40 ,48 ,48 ,43 ,50 
38 ,34 ,34 ,32 ,60 
53 ,44 ,44 ,43 ,51 
83 ,75 ,79 ,80 ,24 
48 ,61 ,60 ,57 ,41 
49 ,47 ,53 ,52 ,35 
57 ,57 ,61 ,61 ,24 
37 ,50 ,48 ,46 ,50 
68 ,62 ,71 ,61 ,31 
26 ,18 ,24 ,32 ,70 
44 ,36 ,36 ,25 ,60 
43 ,39 ,47 ,35 ,66 
29 ,15 ,20 ,33 ,69 
70 ,73 ,80 ,80 ,21 
33 ,28 ,37 ,45 ,61 
73 ,85 ,84 ,71 ,23 
52 ,34 ,48 ,42 ,49 
59 ,69 ,67 ,58 ,28 
69 ,66 ,71 ,76 ,16 
50 ,47 ,45 ,49 ,53 
23 ,19 ,28 ,31 ,70 
29 ,37 ,31 ,28 ,56 
21 ,23 ,18 ,18 ,65 
62 ,64 ,49 ,54 ,42 
60 ,64 ,50 ,58 ,23 
65 ,63 ,64 ,66 ,30 
35 ,37 ,26 ,30 ,57 
42 ,37 ,42 ,30 ,63 
15 ,21 ,26 ,19 ,65 
46 ,54 ,50 ,51 ,55 
66 ,70 ,60 ,62 ,29 
25 ,23 ,22 ,32 ,70 
21 ,28 ,30 ,24 ,71 
45 ,47 ,43 ,41 ,49 
29 ,33 ,26 ,22 ,72 
22 ,28 ,22 ,24 ,69 
55 ,48 ,51 ,59 ,38 
28 ,36 ,26 ,32 ,75 
